shipment_id,order_id,ship_date,carrier,status
SHP-0101-000755-0,ORD-0101-00720,2026-07-10 10:33:59,FedEx,delivered
SHP-0101-000756-0,ORD-0101-00721,2026-07-11 05:05:20,USPS,shipped
SHP-0101-000757-0,ORD-0101-00722,2026-07-24 16:19:35,UPS,delivered
SHP-0101-000758-0,ORD-0101-00723,2026-07-14 08:16:14,UPS,shipped
SHP-0101-000759-0,ORD-0101-00724,2026-07-04 07:27:03,FedEx,delivered
SHP-0101-000759-1,ORD-0101-00724,2026-07-04 07:27:03,UPS,delivered
SHP-0101-000760-0,ORD-0101-00725,2026-07-13 00:16:41,UPS,shipped
SHP-0101-000761-0,ORD-0101-00726,2026-07-22 21:56:53,DHL,shipped
SHP-0101-000762-0,ORD-0101-00727,2026-07-20 01:30:00,DHL,shipped
SHP-0101-000764-0,ORD-0101-00728,2026-07-25 20:50:58,FedEx,shipped
SHP-0101-000765-0,ORD-0101-00729,2026-07-13 10:16:21,DHL,delivered
SHP-0101-000766-0,ORD-0101-00730,2026-07-19 23:56:46,FedEx,delivered
SHP-0101-000768-0,ORD-0101-00732,2026-07-24 20:18:17,FedEx,delivered
SHP-0101-000770-0,ORD-0101-00734,2026-07-14 07:40:32,FedEx,shipped
SHP-0101-000771-0,ORD-0101-00736,2026-07-24 05:34:35,UPS,delivered
SHP-0101-000772-0,ORD-0101-00737,2026-07-14 03:17:10,UPS,shipped
SHP-0101-000773-0,ORD-0101-00738,2026-07-18 23:14:19,USPS,delivered
SHP-0101-000773-1,ORD-0101-00738,2026-07-18 23:14:19,DHL,shipped
SHP-0101-000774-0,ORD-0101-00739,2026-08-01 02:09:14,USPS,delivered
SHP-0101-000775-0,ORD-0101-00740,2026-07-29 07:18:53,USPS,shipped
SHP-0101-000776-0,ORD-0101-00741,2026-07-18 23:42:43,UPS,shipped
SHP-0101-000777-0,ORD-0101-00742,2026-07-25 11:45:06,FedEx,delivered
SHP-0101-000779-0,ORD-0101-00743,2026-07-21 18:46:55,USPS,delivered
SHP-0101-000779-1,ORD-0101-00743,2026-07-21 18:46:55,UPS,delivered
SHP-0101-000780-0,ORD-0101-00744,2026-07-24 22:53:21,USPS,delivered
SHP-0101-000781-0,ORD-0101-00745,2026-07-11 09:04:06,UPS,delivered
SHP-0101-000782-0,ORD-0101-00746,2026-07-19 00:07:39,USPS,shipped
SHP-0101-000783-0,ORD-0101-00747,2026-07-26 06:10:51,UPS,shipped
SHP-0101-000784-0,ORD-0101-00748,2026-07-16 18:59:31,DHL,delivered
SHP-0101-000786-0,ORD-0101-00750,2026-07-08 11:22:14,USPS,shipped
SHP-0101-000787-0,ORD-0101-00751,2026-07-16 11:01:48,DHL,delivered
SHP-0101-000788-0,ORD-0101-00752,2026-07-20 18:11:15,UPS,shipped
SHP-0101-000789-0,ORD-0101-00753,2026-07-31 01:06:35,DHL,delivered
SHP-0101-000791-0,ORD-0101-00755,2026-07-29 15:41:04,FedEx,delivered
SHP-0101-000794-0,ORD-0101-00757,2026-07-06 10:28:56,USPS,delivered
SHP-0101-000795-0,ORD-0101-00758,2026-07-25 17:56:37,FedEx,delivered
SHP-0101-000796-0,ORD-0101-00759,2026-07-18 04:09:20,FedEx,shipped
SHP-0101-000797-0,ORD-0101-00760,2026-07-13 01:13:38,USPS,delivered
SHP-0101-000798-0,ORD-0101-00761,2026-07-05 16:54:46,USPS,shipped
SHP-0101-000799-0,ORD-0101-00762,2026-07-18 10:53:47,DHL,delivered
SHP-0101-000799-1,ORD-0101-00762,2026-07-18 10:53:47,FedEx,delivered
SHP-0101-000800-0,ORD-0101-00763,2026-07-25 16:19:26,FedEx,shipped
SHP-0101-000801-0,ORD-0101-00764,2026-07-11 17:41:43,FedEx,shipped
SHP-0101-000802-0,ORD-0101-00765,2026-07-26 16:34:34,USPS,delivered
SHP-0101-000803-0,ORD-0101-00767,2026-07-28 04:41:46,DHL,delivered
SHP-0101-000805-0,ORD-0101-00768,2026-07-27 04:10:38,FedEx,shipped
SHP-0101-000806-0,ORD-0101-00769,2026-07-08 09:16:07,UPS,shipped
SHP-0101-000807-0,ORD-0101-00770,2026-07-13 00:55:27,DHL,shipped
SHP-0101-000808-0,ORD-0101-00771,2026-07-19 04:57:56,UPS,delivered
SHP-0101-000809-0,ORD-0101-00772,2026-07-08 05:42:07,FedEx,shipped
SHP-0101-000811-0,ORD-0101-00773,2026-07-26 10:19:16,DHL,delivered
SHP-0101-000812-0,ORD-0101-00774,2026-07-07 19:08:36,DHL,delivered
SHP-0101-000813-0,ORD-0101-00775,2026-07-27 09:34:57,FedEx,delivered
SHP-0101-000814-0,ORD-0101-00776,2026-07-06 15:35:11,UPS,shipped
SHP-0101-000816-0,ORD-0101-00777,2026-07-23 08:50:01,UPS,delivered
SHP-0101-000818-0,ORD-0101-00779,2026-07-16 10:08:38,DHL,delivered
SHP-0101-000820-0,ORD-0101-00780,2026-07-28 10:24:59,UPS,delivered
SHP-0101-000822-0,ORD-0101-00782,2026-07-04 19:57:03,FedEx,shipped
SHP-0101-000823-0,ORD-0101-00783,2026-07-22 13:00:55,FedEx,shipped
SHP-0101-000824-0,ORD-0101-00784,2026-07-05 09:47:31,FedEx,delivered
SHP-0101-000825-0,ORD-0101-00785,2026-07-24 03:49:25,UPS,delivered
SHP-0101-000826-0,ORD-0101-00786,2026-07-04 02:57:12,USPS,shipped
SHP-0101-000832-0,ORD-0101-00791,2026-07-26 06:54:05,FedEx,shipped
SHP-0101-000834-0,ORD-0101-00793,2026-07-22 05:37:23,UPS,shipped
SHP-0101-000834-1,ORD-0101-00793,2026-07-22 05:37:23,DHL,shipped
SHP-0101-000835-0,ORD-0101-00794,2026-07-19 05:23:45,DHL,delivered
SHP-0101-000837-0,ORD-0101-00796,2026-07-24 14:20:19,USPS,shipped
SHP-0101-000838-0,ORD-0101-00797,2026-07-27 06:46:55,UPS,shipped
SHP-0101-000839-0,ORD-0101-00798,2026-07-05 00:40:06,FedEx,delivered
SHP-0101-000840-0,ORD-0101-00799,2026-07-24 22:22:19,FedEx,delivered
